From_Source,Securin-SBOM,Checkmarx-SBOM,CVE[Securin],License[Securin]
NA,classlibrary1@1.0.0,NA,NA,NA
NA,classlibrary2@1.0.0,NA,NA,NA
NA,cldr-data-downloader@1.0.0-1,cldr-data-downloader@1.0.0-1,NA,NA
NA,cldr-data@36.0.1,cldr-data@36.0.1,NA,NA
NA,cldrjs@0.5.5,cldrjs@0.5.5,NA,NA
NA,clean-stack@4.2.0,clean-stack@4.2.0,NA,NA
NA,clearpluginassemblies@1.0.0,NA,NA,NA
NA,cliui@3.2.0,cliui@3.2.0,NA,NA
NA,clone-buffer@1.0.0,clone-buffer@1.0.0,NA,NA
NA,clone-stats@1.0.0,clone-stats@1.0.0,NA,NA
NA,clone@1.0.4,clone@1.0.4,NA,NA
NA,clone@2.1.2,clone@2.1.2,NA,NA
NA,cloneable-readable@1.1.3,cloneable-readable@1.1.3,NA,NA
NA,code-point-at@1.1.0,code-point-at@1.1.0,NA,NA
NA,codemirror@5.65.1,codemirror@5.65.1,NA,NA
NA,collection-map@1.0.0,collection-map@1.0.0,NA,NA
NA,collection-visit@1.0.0,collection-visit@1.0.0,NA,NA
NA,color-convert@1.9.3,color-convert@1.9.3,NA,NA
NA,color-name@1.1.3,color-name@1.1.3,NA,NA
NA,color-name@1.1.4,color-name@1.1.4,NA,NA
NA,color-support@1.1.3,color-support@1.1.3,NA,NA
NA,component-emitter@1.3.0,component-emitter@1.3.0,NA,NA
NA,concat-map@0.0.1,concat-map@0.0.1,NA,NA
NA,concat-stream@1.6.2,concat-stream@1.6.2,NA,NA
NA,convert-source-map@1.7.0,convert-source-map@1.7.0,NA,NA
NA,copy-descriptor@0.1.1,copy-descriptor@0.1.1,NA,NA
NA,copy-props@2.0.5,copy-props@2.0.5,NA,NA
NA,core-util-is@1.0.2,core-util-is@1.0.2,NA,NA
NA,crypto-js@4.1.1,crypto-js@4.1.1,NA,NA
NA,d@1.0.1,d@1.0.1,NA,NA
NA,dash-ast@2.0.1,dash-ast@2.0.1,NA,NA
NA,datatables.net-autofill-bs4@2.3.9,datatables.net-autofill-bs4@2.3.9,NA,NA
NA,datatables.net-autofill@2.3.9,datatables.net-autofill@2.3.9,NA,NA
NA,datatables.net-bs4@1.12.1,datatables.net-bs4@1.12.1,NA,NA
NA,datatables.net-buttons-bs4@1.6.5,datatables.net-buttons-bs4@1.6.5,NA,NA
NA,datatables.net-buttons-bs4@2.2.3,datatables.net-buttons-bs4@2.2.3,NA,NA
NA,datatables.net-buttons@1.6.5,datatables.net-buttons@1.6.5,NA,NA
NA,datatables.net-buttons@2.2.3,datatables.net-buttons@2.2.3,NA,NA
NA,datatables.net-colreorder-bs4@1.5.5,datatables.net-colreorder-bs4@1.5.5,NA,NA
NA,datatables.net-colreorder@1.5.5,datatables.net-colreorder@1.5.5,NA,NA
NA,datatables.net-fixedcolumns-bs4@4.1.0,datatables.net-fixedcolumns-bs4@4.1.0,NA,NA
NA,datatables.net-fixedcolumns@4.1.0,datatables.net-fixedcolumns@4.1.0,NA,NA
NA,datatables.net-fixedheader-bs4@3.2.1,datatables.net-fixedheader-bs4@3.2.1,NA,NA
NA,datatables.net-fixedheader@3.2.1,datatables.net-fixedheader@3.2.1,NA,NA
NA,datatables.net-keytable-bs4@2.6.4,datatables.net-keytable-bs4@2.6.4,NA,NA
NA,datatables.net-keytable@2.6.4,datatables.net-keytable@2.6.4,NA,NA
NA,datatables.net-responsive-bs4@2.2.9,datatables.net-responsive-bs4@2.2.9,NA,NA
NA,datatables.net-responsive@2.2.9,datatables.net-responsive@2.2.9,NA,NA
NA,datatables.net-rowgroup-bs4@1.1.4,datatables.net-rowgroup-bs4@1.1.4,NA,NA
NA,datatables.net-rowgroup@1.1.4,datatables.net-rowgroup@1.1.4,NA,NA
NA,datatables.net-rowreorder-bs4@1.2.8,datatables.net-rowreorder-bs4@1.2.8,NA,NA
NA,datatables.net-rowreorder@1.2.8,datatables.net-rowreorder@1.2.8,NA,NA
NA,datatables.net-scroller-bs4@2.0.5,datatables.net-scroller-bs4@2.0.5,NA,NA
NA,datatables.net-scroller@2.0.5,datatables.net-scroller@2.0.5,NA,NA
NA,datatables.net-searchbuilder-bs4@1.3.4,datatables.net-searchbuilder-bs4@1.3.4,NA,NA
NA,datatables.net-searchbuilder@1.3.4,datatables.net-searchbuilder@1.3.4,NA,NA
NA,datatables.net-searchpanes-bs4@1.4.0,datatables.net-searchpanes-bs4@1.4.0,NA,NA
NA,datatables.net-searchpanes@1.4.0,datatables.net-searchpanes@1.4.0,NA,NA
NA,datatables.net-select-bs4@1.3.4,datatables.net-select-bs4@1.3.4,NA,NA
NA,datatables.net-select@1.3.4,datatables.net-select@1.3.4,NA,NA
NA,datatables.net@1.12.1,datatables.net@1.12.1,NA,NA
NA,daterangepicker@3.1.0,daterangepicker@3.1.0,NA,NA
NA,debug@2.6.9,debug@2.6.9,NA,NA
NA,decamelize@1.2.0,decamelize@1.2.0,NA,NA
NA,decode-uri-component@0.2.0,decode-uri-component@0.2.0,['CVE-2022-38900'],NA
NA,deep-equal@1.1.1,deep-equal@1.1.1,NA,NA
NA,deep-is@0.1.4,deep-is@0.1.4,NA,NA
NA,deepmerge@4.2.2,deepmerge@4.2.2,NA,NA
NA,default-compare@1.0.0,default-compare@1.0.0,NA,NA
NA,default-resolution@2.0.0,default-resolution@2.0.0,NA,NA
NA,define-properties@1.1.3,define-properties@1.1.3,NA,NA
NA,define-property@0.2.5,define-property@0.2.5,NA,NA
NA,define-property@1.0.0,define-property@1.0.0,NA,NA
NA,define-property@2.0.2,define-property@2.0.2,NA,NA
NA,del@7.0.0,del@7.0.0,NA,NA
NA,detect-file@1.0.0,detect-file@1.0.0,NA,NA
NA,dfa@1.2.0,dfa@1.2.0,NA,NA
NA,dir-glob@3.0.1,dir-glob@3.0.1,NA,NA
NA,dom7@4.0.4,dom7@4.0.4,NA,NA
NA,dropzone@5.9.3,dropzone@5.9.3,NA,NA
NA,duplexer2@0.1.4,duplexer2@0.1.4,NA,NA
NA,duplexify@3.7.1,duplexify@3.7.1,NA,NA
NA,each-props@1.3.2,each-props@1.3.2,NA,NA
NA,ekko-lightbox@5.3.0,ekko-lightbox@5.3.0,NA,NA
NA,end-of-stream@1.4.4,end-of-stream@1.4.4,NA,NA
NA,error-ex@1.3.2,error-ex@1.3.2,NA,NA
NA,es5-ext@0.10.53,es5-ext@0.10.53,NA,NA
NA,es6-iterator@2.0.3,es6-iterator@2.0.3,NA,NA
NA,es6-map@0.1.5,es6-map@0.1.5,NA,NA
NA,es6-set@0.1.5,es6-set@0.1.5,NA,NA
NA,es6-symbol@3.1.1,es6-symbol@3.1.1,NA,NA
NA,es6-symbol@3.1.3,es6-symbol@3.1.3,NA,NA
NA,es6-weak-map@2.0.3,es6-weak-map@2.0.3,NA,NA
NA,escape-string-regexp@5.0.0,escape-string-regexp@5.0.0,NA,NA
NA,escodegen@1.14.3,escodegen@1.14.3,NA,NA
NA,escodegen@1.2.0,escodegen@1.2.0,NA,NA
NA,esprima@1.0.4,esprima@1.0.4,NA,NA
NA,esprima@4.0.1,esprima@4.0.1,NA,NA
NA,estraverse@1.5.1,estraverse@1.5.1,NA,NA
NA,estraverse@4.3.0,estraverse@4.3.0,NA,NA
NA,estree-is-function@1.0.0,estree-is-function@1.0.0,NA,NA
NA,esutils@1.0.0,esutils@1.0.0,NA,NA
NA,esutils@2.0.3,esutils@2.0.3,NA,NA
NA,ev-emitter@1.1.1,ev-emitter@1.1.1,NA,NA
NA,eve-raphael@0.5.0,eve-raphael@0.5.0,NA,NA
NA,event-emitter@0.3.5,event-emitter@0.3.5,NA,NA
NA,expand-brackets@2.1.4,expand-brackets@2.1.4,NA,NA
NA,expand-tilde@2.0.2,expand-tilde@2.0.2,NA,NA
NA,expecto@9.0.4,NA,NA,NA
NA,ext@1.4.0,ext@1.4.0,NA,NA
NA,extend-shallow@2.0.1,extend-shallow@2.0.1,NA,NA
NA,extend-shallow@3.0.2,extend-shallow@3.0.2,NA,NA
NA,extend@3.0.2,extend@3.0.2,NA,NA
NA,extglob@2.0.4,extglob@2.0.4,NA,NA
NA,fable.ast@3.1.1,NA,NA,NA
NA,fable.browser.blob@1.1.4,NA,NA,NA
NA,fable.browser.dom@2.7,NA,NA,NA
NA,fable.browser.event@1.4.6,NA,NA,NA
NA,fable.browser.gamepad@1.0.3,NA,NA,NA
NA,fable.browser.url@1.1,NA,NA,NA
NA,fable.browser.webstorage@1.0.4,NA,NA,NA
NA,fable.browser.xmlhttprequest@1.1.6,NA,NA,NA
NA,fable.core@3.7,NA,NA,NA
NA,fable.elmish.browser@3.0.4,NA,NA,NA
NA,fable.elmish.debugger@3.3,NA,NA,NA
NA,fable.elmish.hmr@5.2,NA,NA,NA
NA,fable.elmish.react@3.0.1,NA,NA,NA
NA,fable.elmish@3.1,NA,NA,NA
NA,fable.fetch@2.4,NA,NA,NA
NA,fable.fontawesome.free@2.1,NA,NA,NA
NA,fable.fontawesome@2.0,NA,NA,NA
NA,fable.mocha@2.12,NA,NA,NA
NA,fable.parsimmon@4.1,NA,NA,NA
NA,fable.promise@3.1.3,NA,NA,NA
NA,fable.react@7.4.3,NA,NA,NA
NA,fable.remoting.client@7.19,NA,NA,NA
NA,fable.remoting.giraffe@5.9,NA,NA,NA
NA,fable.remoting.json@2.21,NA,NA,NA
NA,fable.remoting.msgpack@1.16,NA,NA,NA
NA,fable.remoting.server@5.29,NA,NA,NA
NA,fable.simplejson@3.23,NA,NA,NA
NA,fake.core.commandlineparsing@5.22,NA,NA,NA
NA,fake.core.context@5.22,NA,NA,NA
NA,fake.core.environment@5.22,NA,NA,NA
NA,fake.core.fakevar@5.22,NA,NA,NA
NA,fake.core.process@5.22,NA,NA,NA
NA,fake.core.releasenotes@5.23,NA,NA,NA
NA,fake.core.semver@5.23,NA,NA,NA
NA,fake.core.string@5.23,NA,NA,NA
NA,fake.core.target@5.22,NA,NA,NA
NA,fake.core.trace@5.22,NA,NA,NA
NA,fake.io.filesystem@5.22,NA,NA,NA
NA,fancy-log@1.3.3,fancy-log@1.3.3,NA,NA
NA,farbstastic@1.3.0,farbstastic@1.3.0,NA,NA
NA,farmer@1.6.34,NA,NA,NA
NA,fast-glob@3.2.11,fast-glob@3.2.11,NA,NA
NA,fast-levenshtein@2.0.6,fast-levenshtein@2.0.6,NA,NA
NA,fast-memoize@2.5.2,fast-memoize@2.5.2,NA,NA
NA,fastclick@1.0.6,fastclick@1.0.6,NA,NA
NA,fastq@1.13.0,fastq@1.13.0,NA,NA
NA,fd-slicer@1.1.0,fd-slicer@1.1.0,NA,NA
NA,feliz.bulma@2.18,NA,NA,NA
NA,feliz.compilerplugins@1.8,NA,NA,NA
NA,feliz@1.62,NA,NA,NA
NA,file-uri-to-path@1.0.0,file-uri-to-path@1.0.0,NA,NA
NA,fill-range@4.0.0,fill-range@4.0.0,NA,NA
NA,fill-range@7.0.1,fill-range@7.0.1,NA,NA
NA,filterizr@2.2.4,filterizr@2.2.4,NA,NA
NA,find-up@1.1.2,find-up@1.1.2,NA,NA
NA,findup-sync@2.0.0,findup-sync@2.0.0,NA,NA
NA,findup-sync@3.0.0,findup-sync@3.0.0,NA,NA
NA,fine-uploader@5.16.2,fine-uploader@5.16.2,NA,NA
NA,fined@1.2.0,fined@1.2.0,NA,NA
NA,flag-icon-css@4.1.7,flag-icon-css@4.1.7,NA,NA
NA,flagged-respawn@1.0.1,flagged-respawn@1.0.1,NA,NA
NA,flot@4.2.2,flot@4.2.2,NA,NA
NA,flush-write-stream@1.1.1,flush-write-stream@1.1.1,NA,NA
NA,follow-redirects@1.15.1,follow-redirects@1.15.1,NA,NA
NA,for-in@1.0.2,for-in@1.0.2,NA,NA
NA,for-own@1.0.0,for-own@1.0.0,NA,NA
NA,fparsec@1.1.1,NA,NA,NA
NA,fragment-cache@0.2.1,fragment-cache@0.2.1,NA,NA
NA,fs-extra@10.1.0,fs-extra@10.1.0,NA,NA
NA,fs-mkdirp-stream@1.0.0,fs-mkdirp-stream@1.0.0,NA,NA
NA,fs.realpath@1.0.0,fs.realpath@1.0.0,NA,NA
NA,fsevents@1.2.13,fsevents@1.2.13,NA,NA
NA,fsharp.control.reactive@5.0.2,NA,NA,NA
NA,fsharp.control.websockets@0.2.2,NA,NA,NA
NA,fsharp.core@6.0.3,NA,NA,NA
NA,fullcalendar@5.10.1,fullcalendar@5.10.1,NA,NA
NA,fulma@2.16,NA,NA,NA
NA,function-bind@1.1.1,function-bind@1.1.1,NA,NA
NA,functions-have-names@1.2.3,functions-have-names@1.2.3,NA,NA
NA,get-assigned-identifiers@1.2.0,get-assigned-identifiers@1.2.0,NA,NA
NA,get-caller-file@1.0.3,get-caller-file@1.0.3,NA,NA
NA,get-intrinsic@1.1.2,get-intrinsic@1.1.2,NA,NA
NA,get-stream@5.2.0,get-stream@5.2.0,NA,NA
NA,get-value@2.0.6,get-value@2.0.6,NA,NA
NA,giraffe.viewengine@1.4,NA,NA,NA
NA,giraffe@6.0,NA,NA,NA
NA,glob-parent@3.1.0,glob-parent@3.1.0,['CVE-2020-28469'],NA
NA,glob-parent@5.1.2,glob-parent@5.1.2,NA,NA
NA,glob-stream@6.1.0,glob-stream@6.1.0,NA,NA
NA,glob-watcher@5.0.5,glob-watcher@5.0.5,NA,NA
NA,glob@5.0.15,glob@5.0.15,NA,NA
NA,glob@7.1.6,glob@7.1.6,NA,NA
NA,global-modules@1.0.0,global-modules@1.0.0,NA,NA
NA,global-prefix@1.0.2,global-prefix@1.0.2,NA,NA
NA,globalize@1.7.0,globalize@1.7.0,NA,NA
NA,globby@13.1.2,globby@13.1.2,NA,NA
NA,glogg@1.0.2,glogg@1.0.2,NA,NA
NA,graceful-fs@4.2.10,graceful-fs@4.2.10,NA,NA
NA,gulp-cli@2.3.0,gulp-cli@2.3.0,NA,NA
NA,gulp-filter@7.0.0,gulp-filter@7.0.0,NA,NA
NA,gulp-rename@1.4.0,gulp-rename@1.4.0,NA,NA
NA,gulp-zip@5.1.0,gulp-zip@5.1.0,NA,NA
NA,gulp@4.0.2,gulp@4.0.2,NA,NA
NA,gulplog@1.0.0,gulplog@1.0.0,NA,NA
NA,has-symbols@1.0.3,has-symbols@1.0.3,NA,NA
NA,has-tostringtag@1.0.0,has-tostringtag@1.0.0,NA,NA
NA,has-value@0.3.1,has-value@0.3.1,NA,NA
NA,has-value@1.0.0,has-value@1.0.0,NA,NA
NA,has-values@0.1.4,has-values@0.1.4,NA,NA
NA,has-values@1.0.0,has-values@1.0.0,NA,NA
NA,has@1.0.3,has@1.0.3,NA,NA
NA,homedir-polyfill@1.0.3,homedir-polyfill@1.0.3,NA,NA
NA,hosted-git-info@2.8.9,hosted-git-info@2.8.9,NA,NA
NA,icheck-bootstrap@3.0.1,icheck-bootstrap@3.0.1,NA,NA
NA,iconv-lite@0.6.3,iconv-lite@0.6.3,NA,NA
NA,ignore@5.2.0,ignore@5.2.0,NA,NA
NA,imagesloaded@4.1.4,imagesloaded@4.1.4,NA,NA
NA,immediate@3.0.6,immediate@3.0.6,NA,NA
NA,indent-string@5.0.0,indent-string@5.0.0,NA,NA
NA,inflight@1.0.6,inflight@1.0.6,NA,NA
NA,inherits@2.0.4,inherits@2.0.4,NA,NA
NA,ini@1.3.8,ini@1.3.8,NA,NA
NA,inputmask@5.0.7,inputmask@5.0.7,NA,NA
NA,interpret@1.4.0,interpret@1.4.0,NA,NA
NA,invert-kv@1.0.0,invert-kv@1.0.0,NA,NA
NA,ion-rangeslider@2.3.1,ion-rangeslider@2.3.1,NA,NA
NA,ionicons@2.0.1,ionicons@2.0.1,NA,NA
NA,is-absolute@1.0.0,is-absolute@1.0.0,NA,NA
NA,is-accessor-descriptor@0.1.6,is-accessor-descriptor@0.1.6,NA,NA
NA,is-accessor-descriptor@1.0.0,is-accessor-descriptor@1.0.0,NA,NA
NA,is-arguments@1.1.1,is-arguments@1.1.1,NA,NA
NA,is-arrayish@0.2.1,is-arrayish@0.2.1,NA,NA
NA,is-binary-path@1.0.1,is-binary-path@1.0.1,NA,NA
NA,is-buffer@1.1.6,is-buffer@1.1.6,NA,NA
NA,is-data-descriptor@0.1.4,is-data-descriptor@0.1.4,NA,NA
NA,is-data-descriptor@1.0.0,is-data-descriptor@1.0.0,NA,NA
NA,is-date-object@1.0.5,is-date-object@1.0.5,NA,NA
NA,is-descriptor@0.1.6,is-descriptor@0.1.6,NA,NA
NA,is-descriptor@1.0.2,is-descriptor@1.0.2,NA,NA
NA,is-extendable@0.1.1,is-extendable@0.1.1,NA,NA
NA,is-extendable@1.0.1,is-extendable@1.0.1,NA,NA
NA,is-extglob@2.1.1,is-extglob@2.1.1,NA,NA
NA,is-fullwidth-code-point@1.0.0,is-fullwidth-code-point@1.0.0,NA,NA
NA,is-glob@3.1.0,is-glob@3.1.0,NA,NA
NA,is-glob@4.0.3,is-glob@4.0.3,NA,NA
NA,is-negated-glob@1.0.0,is-negated-glob@1.0.0,NA,NA
NA,is-number@3.0.0,is-number@3.0.0,NA,NA
NA,is-number@4.0.0,is-number@4.0.0,NA,NA
NA,is-number@7.0.0,is-number@7.0.0,NA,NA
NA,is-path-cwd@3.0.0,is-path-cwd@3.0.0,NA,NA
NA,is-path-inside@4.0.0,is-path-inside@4.0.0,NA,NA
NA,is-plain-object@2.0.4,is-plain-object@2.0.4,NA,NA
NA,is-plain-object@5.0.0,is-plain-object@5.0.0,NA,NA
NA,is-regex@1.1.4,is-regex@1.1.4,NA,NA
NA,is-relative@1.0.0,is-relative@1.0.0,NA,NA
NA,is-unc-path@1.0.0,is-unc-path@1.0.0,NA,NA
NA,is-utf8@0.2.1,is-utf8@0.2.1,NA,NA
NA,is-valid-glob@1.0.0,is-valid-glob@1.0.0,NA,NA
NA,is-windows@1.0.2,is-windows@1.0.2,NA,NA
NA,isarray@1.0.0,isarray@1.0.0,NA,NA
NA,isexe@2.0.0,isexe@2.0.0,NA,NA
NA,isobject@2.1.0,isobject@2.1.0,NA,NA
NA,isobject@3.0.1,isobject@3.0.1,NA,NA
NA,jquery-dateformat@10-01-2014,NA,NA,NA
NA,jquery-knob-chif@1.2.13,jquery-knob-chif@1.2.13,NA,NA
NA,jquery-mapael@2.2.0,jquery-mapael@2.2.0,NA,NA
NA,jquery-migrate@3.4.0,jquery-migrate@3.4.0,NA,NA
NA,jquery-mousewheel@3.1.13,jquery-mousewheel@3.1.13,NA,NA
NA,jquery-tageditor@1.0.1,jquery-tageditor@1.0.1,NA,NA
NA,jquery-ui-dist@1.13.2,jquery-ui-dist@1.13.2,NA,NA
NA,jquery-ui-touch-punch@0.2.3,jquery-ui-touch-punch@0.2.3,NA,NA
NA,jquery-ui@1.10.4,NA,"['CVE-2021-41182', 'CVE-2021-41184', 'CVE-2021-41183', 'CVE-2016-7103']",NA
NA,jquery-ui@1.13.2,jquery-ui@1.13.2,NA,NA
NA,jquery-validation-plugin@1.19.5,NA,NA,NA
NA,jquery-validation-unobtrusive@4.0.0,jquery-validation-unobtrusive@4.0.0,NA,NA
NA,jquery-validation@1.19.5,jquery-validation@1.19.5,NA,NA
NA,jquery@1.10.2,jquery@1.10.2,NA,NA
NA,jquery@1.11.1,jquery@1.11.1,"['CVE-2019-11358', 'CVE-2020-11023', 'CVE-2020-11022', 'CVE-2020-23064', 'CVE-2015-9251']",NA
NA,jquery@2.1.1,jquery@2.1.1,"['CVE-2020-11023', 'CVE-2019-11358', 'CVE-2020-11022', 'CVE-2020-23064']",NA
NA,jquery@3.6.0,jquery@3.6.0,NA,NA
NA,jquery@migrate,NA,NA,NA
NA,jqvmap-novulnerability@1.5.1,jqvmap-novulnerability@1.5.1,NA,NA
NA,jsgrid@1.5.3,jsgrid@1.5.3,NA,NA
NA,json-stable-stringify-without-jsonify@1.0.1,json-stable-stringify-without-jsonify@1.0.1,NA,NA
NA,jsonfile@6.1.0,jsonfile@6.1.0,NA,NA
NA,jsrender@1.0.11,jsrender@1.0.11,NA,NA
NA,jsrender@1.0.11:,NA,NA,NA
NA,jszip@3.7.1,jszip@3.7.1,['CVE-2022-48285'],NA
NA,just-debounce@1.0.0,just-debounce@1.0.0,NA,NA
NA,kind-of@3.2.2,kind-of@3.2.2,NA,NA
NA,kind-of@4.0.0,kind-of@4.0.0,NA,NA
NA,kind-of@5.1.0,kind-of@5.1.0,NA,NA
NA,kind-of@6.0.3,kind-of@6.0.3,NA,NA
NA,last-run@1.1.1,last-run@1.1.1,NA,NA
NA,lazystream@1.0.0,lazystream@1.0.0,NA,NA
NA,lcid@1.0.0,lcid@1.0.0,NA,NA
NA,lead@1.0.0,lead@1.0.0,NA,NA
NA,levn@0.3.0,levn@0.3.0,NA,NA
NA,lie@3.3.0,lie@3.3.0,NA,NA
NA,liftoff@3.1.0,liftoff@3.1.0,NA,NA
NA,load-json-file@1.1.0,load-json-file@1.1.0,NA,NA
NA,magic-string@0.25.1,magic-string@0.25.1,NA,NA
NA,magnific-popup@1.1.0,magnific-popup@1.1.0,NA,NA
NA,make-iterator@1.0.1,make-iterator@1.0.1,NA,NA
NA,map-cache@0.2.2,map-cache@0.2.2,NA,NA
NA,map-visit@1.0.0,map-visit@1.0.0,NA,NA
NA,matchdep@2.0.0,matchdep@2.0.0,NA,NA
NA,merge-source-map@1.0.4,merge-source-map@1.0.4,NA,NA
NA,merge2@1.4.1,merge2@1.4.1,NA,NA
NA,micromatch@3.1.10,micromatch@3.1.10,NA,NA
NA,micromatch@4.0.5,micromatch@4.0.5,NA,NA
NA,microsoft.aspnetcore.authentication.jwtbearer@6.0.3,NA,NA,NA
NA,microsoft.csharp@4.7,NA,NA,NA
NA,microsoft.identitymodel.jsonwebtokens@6.16,NA,NA,NA
NA,microsoft.identitymodel.logging@6.16,NA,NA,NA
NA,microsoft.identitymodel.protocols.openidconnect@6.16,NA,NA,NA
NA,microsoft.identitymodel.protocols@6.16,NA,NA,NA
NA,microsoft.identitymodel.tokens@6.16,NA,NA,NA
NA,microsoft.io.recyclablememorystream@2.2,NA,NA,NA
NA,microsoft.netcore.platforms@1.0.1,NA,NA,NA
NA,microsoft.netcore.platforms@6.0.5,NA,NA,NA
NA,microsoft.netcore.targets@1.0.1,NA,NA,NA
NA,microsoft.netcore.targets@5.0,NA,NA,NA
NA,microsoft.win32.primitives@4.0.1,NA,NA,NA
NA,minimatch@3.0.4,minimatch@3.0.4,NA,NA
NA,minimist@1.2.6,minimist@1.2.6,NA,NA
NA,mixin-deep@1.3.2,mixin-deep@1.3.2,NA,NA
NA,mkdirp@0.5.5,mkdirp@0.5.5,NA,NA
NA,moment-timezone@0.5.34,moment-timezone@0.5.34,NA,NA
NA,moment@2.24.0,moment@2.24.0,"['CVE-2022-24785', 'CVE-2022-31129']",NA
NA,moment@2.29.4,moment@2.29.4,NA,NA
NA,mono.cecil@0.11.4,NA,NA,NA
NA,ms@2.0.0,ms@2.0.0,NA,NA
NA,multimatch@5.0.0,multimatch@5.0.0,NA,NA
NA,mute-stdout@1.0.1,mute-stdout@1.0.1,NA,NA
NA,nan@2.14.1,nan@2.14.1,NA,NA
NA,nanomatch@1.2.13,nanomatch@1.2.13,NA,NA
NA,netstandard.library@1.6.0,NA,NA,NA
NA,netstandard.library@2.0.3,NA,NA,NA
NA,next-tick@1.0.0,next-tick@1.0.0,NA,NA
NA,nop.plugin.discountrules.customerroles@1.0.0,NA,NA,NA
NA,nop.plugin.exchangerate.ecbexchange@1.0.0,NA,NA,NA
NA,nop.plugin.externalauth.facebook@1.0.0,NA,NA,NA
NA,nop.plugin.misc.brevo@1.0.0,NA,NA,NA
NA,nop.plugin.misc.nopmobileapp@1.0.0,NA,NA,NA
NA,nop.plugin.misc.webapi.frontend@1.0.0,NA,NA,NA
NA,nop.plugin.misc.zettle@1.0.0,NA,NA,NA
NA,nop.plugin.multifactorauth.googleauthenticator@1.0.0,NA,NA,NA
NA,nop.plugin.payments.checkmoneyorder@1.0.0,NA,NA,NA
NA,nop.plugin.payments.cybersource@1.0.0,NA,NA,NA
NA,nop.plugin.payments.manual@1.0.0,NA,NA,NA
NA,nop.plugin.payments.paypalcommerce@1.0.0,NA,NA,NA
NA,nop.plugin.pickup.pickupinstore@1.0.0,NA,NA,NA
NA,nop.plugin.shipping.fixedbyweightbytotal@1.0.0,NA,NA,NA
NA,nop.plugin.shipping.ups@1.0.0,NA,NA,NA
NA,nop.plugin.tax.avalara@1.0.0,NA,NA,NA
NA,nop.plugin.tax.fixedorbycountrystatezip@1.0.0,NA,NA,NA
NA,nop.plugin.widgets.facebookpixel@1.0.0,NA,NA,NA
NA,nop.plugin.widgets.googleanalytics@1.0.0,NA,NA,NA
NA,nop.plugin.widgets.nivoslider@1.0.0,NA,NA,NA
NA,nop.plugin.widgets.what3words@1.0.0,NA,NA,NA
NA,nop.tests@4.5.0,NA,NA,NA
NA,nopt@3.0.6,nopt@3.0.6,NA,NA
NA,normalize-package-data@2.5.0,normalize-package-data@2.5.0,NA,NA
NA,normalize-path@2.1.1,normalize-path@2.1.1,NA,NA
NA,normalize-path@3.0.0,normalize-path@3.0.0,NA,NA
NA,now-and-later@2.0.1,now-and-later@2.0.1,NA,NA
NA,nuget.build.tasks.pack@4.0.0-zlocal-50532,NA,NA,NA
NA,nuget.common@6.3,NA,NA,NA
NA,nuget.configuration@6.3,NA,NA,NA
NA,nuget.frameworks@6.3,NA,NA,NA
NA,nuget.packaging@6.3,NA,NA,NA
NA,nuget.versioning@6.3,NA,NA,NA
NA,number-is-nan@1.0.1,number-is-nan@1.0.1,NA,NA
NA,object-copy@0.1.0,object-copy@0.1.0,NA,NA
NA,object-inspect@1.12.2,object-inspect@1.12.2,NA,NA
NA,object-is@1.1.5,object-is@1.1.5,NA,NA
NA,object-keys@1.1.1,object-keys@1.1.1,NA,NA
NA,object-visit@1.0.1,object-visit@1.0.1,NA,NA
NA,object.assign@4.1.0,object.assign@4.1.0,NA,NA
NA,object.defaults@1.1.0,object.defaults@1.1.0,NA,NA
NA,object.map@1.0.1,object.map@1.0.1,NA,NA
NA,object.pick@1.3.0,object.pick@1.3.0,NA,NA
NA,object.reduce@1.0.1,object.reduce@1.0.1,NA,NA
NA,once@1.4.0,once@1.4.0,NA,NA
NA,optionator@0.8.3,optionator@0.8.3,NA,NA
NA,ordered-read-streams@1.0.1,ordered-read-streams@1.0.1,NA,NA
NA,os-locale@1.4.0,os-locale@1.4.0,NA,NA
NA,overlayscrollbars@1.13.3,overlayscrollbars@1.13.3,NA,NA
NA,p-map@5.5.0,p-map@5.5.0,NA,NA
NA,paket.core@8.0.0-alpha002,NA,NA,NA
NA,pako@0.2.9,pako@0.2.9,NA,NA
NA,pako@1.0.11,pako@1.0.11,NA,NA
NA,parse-filepath@1.0.2,parse-filepath@1.0.2,NA,NA
NA,parse-json@2.2.0,parse-json@2.2.0,NA,NA
NA,parse-node-version@1.0.1,parse-node-version@1.0.1,NA,NA
NA,parse-passwd@1.0.0,parse-passwd@1.0.0,NA,NA
NA,pascalcase@0.1.1,pascalcase@0.1.1,NA,NA
NA,path-dirname@1.0.2,path-dirname@1.0.2,NA,NA
NA,path-exists@2.1.0,path-exists@2.1.0,NA,NA
NA,path-is-absolute@1.0.1,path-is-absolute@1.0.1,NA,NA
NA,path-parse@1.0.7,path-parse@1.0.7,NA,NA
NA,path-root-regex@0.1.2,path-root-regex@0.1.2,NA,NA
NA,path-root@0.1.1,path-root@0.1.1,NA,NA
NA,path-type@1.1.0,path-type@1.1.0,NA,NA
NA,path-type@4.0.0,path-type@4.0.0,NA,NA
NA,pdfmake@0.2.5,pdfmake@0.2.5,NA,NA
NA,pend@1.2.0,pend@1.2.0,NA,NA
NA,picomatch@2.3.1,picomatch@2.3.1,NA,NA
